strategy,betType,n_bets,win_rate,avg_roi,sd_roi,sharpe_like,avg_ev,eff_bet_count
Arbitrage,Moneyline,2789,1,0.040301678489899156,0.08637888381275292,0.46656864167477285,0.040301678489899156,2782.9772727272725
Arbitrage,Spread,606,1,0.01346704613066574,0.04655425695624394,0.28927636291828984,0.01346704613066574,605.459090909091
Arbitrage,Totals,539,1,0.007299283058444899,0.00581455456506579,1.255346901772915,0.007299283058444899,536.5636363636363
Positive EV,Moneyline,24923,0.31880583554818254,-0.015602456236139,1.7687930466071704,-0.008820961992171453,0.03623989643657585,12085.752193968208
Positive EV,Spread,4619,0.49151067771016227,-0.015766167808516446,0.9933259011287832,-0.0158720997716865,0.013828983585891895,1977.493324817169
Positive EV,Totals,6800,0.47920782535734563,-0.023788812121978066,0.9900514463885977,-0.024027854520845677,0.011982393014978963,3215.7544812150404
